-118.28496825916471,34.02073083708312,17
-118.2849682345556,34.02072746217775,17
-118.28496816073148,34.02072408784014,17
-118.28496803770196,34.02072071463795,17
-118.28496786548303,34.020717343138756,17
-118.28496764409712,34.02071397390986,17
-118.28496737357304,34.020710607518296,17
-118.28496705394598,34.02070724453074,17
-118.28496668525754,34.02070388551344,17
-118.28496626755572,34.02070053103213,17
-118.28496580089485,34.02069718165198,17
-118.28496528533569,34.02069383793749,17
-118.2849647209453,34.020690500452474,17
-118.28496410779717,34.020687169759924,17
-118.28496344597106,34.02068384642198,17
-118.28496273555312,34.02068053099987,17
-118.28496197663583,34.02067722405378,17
-118.28496116931794,34.020673926142834,17
-118.28496031370453,34.020670637825035,17
-118.28495940990697,34.020667359657125,17
-118.2849584580429,34.02066409219459,17
-118.28495745823619,34.02066083599155,17
-118.28495641061701,34.020657591600674,17
-118.28495531532172,34.020654359573165,17
-118.28495417249289,34.020651140458625,17
-118.28495298227928,34.02064793480505,17
-118.28495174483585,34.0206447431587,17
-118.28495046032369,34.02064156606406,17
-118.28494912891001,34.020638404063774,17
-118.28494775076817,34.02063525769858,17
-118.28494632607757,34.020632127507206,17
-118.28494485502374,34.020629014026355,17
-118.2849433377982,34.02062591779058,17
-118.2849417745985,34.02062283933227,17
-118.2849401656282,34.02061977918154,17
-118.28493851109681,34.02061673786618,17
-118.28493681121982,34.02061371591161,17
-118.28493506621858,34.02061071384077,17
-118.28493327632036,34.02060773217407,17
-118.28493144175829,34.02060477142937,17
-118.2849295627713,34.02060183212182,17
-118.28492763960415,34.02059891476389,17
-118.28492567250736,34.02059601986524,17
-118.28492366173717,34.020593147932686,17
-118.28492160755553,34.020590299470136,17
-118.28491951023008,34.020587474978505,17
-118.28491737003405,34.020584674955664,17
-118.28491518724633,34.0205818998964,17
-118.28491296215132,34.02057915029229,17
-118.28491069503899,34.02057642663172,17
-118.28490838620478,34.020573729399764,17
-118.2849060359496,34.02057105907814,17
-118.28490364457977,34.02056841614514,17
-118.284901212407,34.0205658010756,17
-118.2848987397483,34.020563214340804,17
-118.28489622692604,34.02056065640844,17
-118.2848936742678,34.02055812774255,17
-118.28489108210643,34.020555628803436,17
-118.28488845077989,34.02055316004764,17
-118.28488578063129,34.02055072192788,17
-118.28488307200887,34.02054831489298,17
-118.28488032526587,34.020545939387794,17
-118.28487754076055,34.0205435958532,17
-118.28487471885612,34.02054128472601,17
-118.2848718599207,34.0205390064389,17
-118.28486896432727,34.02053676142042,17
-118.28486603245362,34.02053455009486,17
-118.28486306468231,34.02053237288222,17
-118.28486006140064,34.02053023019822,17
-118.28485702300054,34.02052812245414,17
-118.28485394987858,34.02052605005686,17
-118.28485084243592,34.020524013408746,17
-118.28484770107819,34.020522012907655,17
-118.28484452621552,34.020520048946814,17
-118.28484131826248,34.02051812191485,17
-118.28483807763794,34.02051623219566,17
-118.28483480476513,34.020514380168436,17
